description,calories,protein,carbs,fat
"Pastrami, turkey with Orange Blossom and Green bean casserole",411.5,27.3,26.0,11.9
"Mayonnaise, made with tofu with Sherbet, orange and Broccoli, raw with Cashews, NFS",3053.1,15.4,61.4,58.0
"Beef, steak, ribeye, lean only eaten with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Cucumber, raw",1081.0,51.6,100.4,51.6
"Beverages, Protein powder whey based with Marmalade, orange and Carrots, raw",2117.0,118.5,118.5,2.6
"Beef and broccoli with Cereal, granola and Kale, raw",905.0,33.3,113.1,37.0
"Cottage cheese, farmer's with Seeds, breadfruit seeds, raw and Kale, frozen, unprepared",624.5,30.2,55.2,23.4
"Yogurt, Greek, plain, nonfat with Apple, baked and Bean salad, yellow and/or green string beans with Cashews, salted",456.7,21.7,57.2,17.3
"Chicken breast, roll, oven-roasted with Banana nectar and Spinach souffle with Seeds, chia seeds, dried",1154.9,30.5,43.1,24.9
"Fish, tofu, and vegetables, tempura with Sweet potato tots and Fried broccoli with Almond paste",843.7,15.0,92.3,55.1
"Chicken breast tenders, breaded, uncooked with Banana, baked and Cucumber salad made with cucumber and vinegar",1925.5,23.8,77.9,28.6
"Bologna, turkey with Pasta, gluten free and Green beans, pickled with Walnuts, honey roasted",736.2,25.0,79.5,34.3
"Cottage cheese, farmer's with Peanut butter sandwich, with regular peanut butter, on wheat bread and Spinach souffle",920.0,44.9,69.7,53.9
"Salmon salad with Bread, oatmeal and Bean salad, yellow and/or green string beans with Walnuts, honey roasted",932.2,33.8,94.2,46.2
"Fish oil, salmon with Sweet potato paste and Tomato powder with Chia seeds",2185.4,16.1,193.7,155.6
"Cottage cheese, farmer's with Flavored rice, brown and wild and Pea salad with Almond paste",629.7,24.9,53.3,36.0
"Burrito, beef, cheese with Marmalade, orange and Spinach souffle",2073.5,26.1,149.1,24.7
"Yogurt, Greek, plain, nonfat with Flavored pasta and Spinach, raw with Cashews, salted",335.7,24.2,34.3,11.6
"Beverages, Protein powder soy based with Banana, raw and Carrot, dehydrated with Seeds, chia seeds, dried",2989.4,95.1,163.3,14.9
"Salmon salad with Oatmeal, NFS and Spinach, raw",460.5,22.4,23.3,30.6
"Fish, salmon, fried with Oatmeal, multigrain and Cucumber, for use on a sandwich",560.5,30.0,38.8,31.9
"Orange chicken with Cereal or granola bar (Quaker Chewy Granola Bar) and Oil, olive, salad or cooking",4720.0,30.2,139.0,143.9
"Chicken breast, roll, oven-roasted with Quinoa, uncooked and Broccoli, raw with Nuts, walnuts, glazed",3267.0,46.9,112.4,26.3
"Beef, steak, ribeye, lean only eaten with Banana nectar and Green beans, pickled with Cashews, unroasted",596.1,44.0,42.9,28.1
"Fish, tuna, cooked with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Soup, bean with Nuts, walnuts, english",1462.0,62.8,111.1,48.9
"Fat, turkey with Bread, sweet potato and Cucumber and vegetable namasu",1767.5,13.4,80.3,154.2
"Chicken breast, rotisserie, skin eaten with Sweet potato paste and Spinach souffle with Almond butter",944.1,49.1,123.1,28.6
"Yogurt, Greek, with oats with Cereal or granola bar (Quaker Granola Bites) and Asparagus, canned, cooked with oil",945.0,26.7,131.8,35.3
"Chicken breast tenders, breaded, uncooked with Crisp, berry and Cucumber, raw",2008.0,27.8,74.7,38.6
"Cottage cheese, farmer's with Pasta with tomato-based sauce and cheese and Fried green beans with Flax seeds",705.2,28.8,57.0,40.3
"Beef, steak, strip, lean and fat eaten with Cereal or granola bar (Quaker Granola Bites) and Tomatoes, raw",1089.5,50.9,103.4,51.5
"Eggs, Grade A, Large, egg white with Banana chips and Kale, frozen, unprepared with Cashews, NFS",1063.1,24.5,100.9,57.8
"Chicken breast, sauteed, skin eaten with Pasta with vegetables, no sauce or dressing and Lobster salad with Peanut butter",801.7,58.9,39.2,44.3
"Chicken breast, roll, oven-roasted with Flavored pasta and Pea salad",1153.5,28.6,35.0,28.8
"Fish, tuna, NFS with Pasta with sauce, NFS and Cucumber salad made with cucumber and vinegar",349.0,37.8,35.6,5.4
"Fish, tuna, NFS with Flavored pasta and Cucumber and vegetable namasu",314.0,32.7,34.0,4.9
"Egg, Benedict with Bread, whole wheat and Fried green beans with Soup, peanut",1049.2,43.7,101.5,52.1
"Beef, steak, strip, lean and fat eaten with Bread, sweet potato and Cucumber, cooked with Avocado, for use on a sandwich",823.5,53.3,72.7,34.7
"Nutritional powder mix, protein, NFS with Seeds, breadfruit seeds, roasted and Fried green beans with Avocado, raw",1085.5,130.8,93.7,21.4
"Almond chicken with Bread, sweet potato and Guacamole with tomatoes",799.0,38.3,82.9,37.1
"Fish, tuna, cooked with Pasta, cooked and Cucumber and vegetable namasu with Cookie, peanut butter",626.5,55.9,67.0,12.8
"Mayonnaise, made with tofu with Snacks, rice cakes, brown rice, buckwheat and Bean salad, yellow and/or green string beans with Nuts, walnuts, english",3115.0,28.2,139.8,67.7
"Eggs, Grade A, Large, egg yolk with Quinoa, uncooked and Cucumber, raw",4426.0,46.1,100.8,52.5
"Beef, steak, ribeye, lean and fat eaten with Cobbler, berry and Kale, frozen, unprepared",896.0,41.9,59.2,46.2
"Beef and broccoli with Pie, sweet potato and Kale, raw with Avocado, for use on a sandwich",702.5,26.3,75.0,34.3
"Chicken breast tenders, breaded, uncooked with Sherbet, orange and Pea salad",2733.0,26.7,78.7,40.7
"Egg, Benedict with Pie, sweet potato and Carrots, raw, salad with Flax seeds",1129.2,32.1,97.1,69.1
"Fish oil, salmon with Orange, raw and Carrots, raw",1472.0,2.2,27.3,150.5
"Fish, tofu, and vegetables, tempura with Pasta with tomato-based sauce and cheese and Spinach souffle",572.0,17.3,36.4,39.9
"Tofu, fried with Oatmeal, NFS and Crab salad with Cashews, salted",2083.7,43.1,36.0,57.3
"Pastrami, turkey with Cookie, granola and Kale, frozen, unprepared",1020.5,41.8,109.9,36.2
"Beef, steak, sirloin, lean and fat eaten with Pasta, vegetable, cooked and Carrot, dehydrated with Cashews, unsalted",1013.6,56.5,124.2,33.8
