description,calories,protein,carbs,fat
"Turnover or breakfast pocket, egg with Doughnuts, cake-type, plain, chocolate-coated or frosted and Gelatin salad with vegetables with Cookie, butter or sugar",1206.1,24.7,147.4,57.7
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Cereal or Granola bar, NFS and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",1088.5,20.6,136.7,52.1
"Yogurt, Greek, plain, nonfat with Cereal, rice crispy, flavored and Carrots, raw with Cookie, peanut butter, sugar free",772.0,25.3,151.7,6.8
"Yogurt parfait, with fruit with Doughnuts, cake-type, plain, chocolate-coated or frosted and Cake or cupcake, carrot",1208.0,17.8,152.9,58.6
"Turnover or hot pocket, beef with Pudding, rice and Carrot, dehydrated",852.5,28.5,143.9,20.1
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Pie, apple, fast food and Carrots, glazed, cooked",662.5,15.3,82.5,32.0
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Pie, berry and Gelatin salad with vegetables with Nuts, walnuts, glazed",733.0,19.1,98.3,30.7
"Frozen yogurt, NFS with Pudding, rice and Cake or cupcake, carrot with Cookies, peanut butter sandwich, regular",798.2,13.2,121.6,29.3
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Crisp, apple and Fruit salad, including citrus fruits, with marshmallows",773.5,14.2,88.2,41.6
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Cereal or granola bar (Quaker Granola Bites) and Cake, pudding-type, carrot, dry mix with Nuts, walnuts, glazed",1258.0,27.0,187.0,46.5
"Frozen yogurt bar, chocolate with Puddings, rice, ready-to-eat and Gelatin salad with vegetables with Cookie, butterscotch, brownie",480.2,11.5,83.6,11.1
"Ramen bowl with beef with Banana chips and Fruit salad, including citrus fruits, with marshmallows",1228.0,15.5,127.6,77.3
"Ramen bowl with beef with Banana nectar and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter, sugar free",635.0,14.0,70.7,32.9
"Frozen yogurt, NFS with Puddings, rice, dry mix, prepared with 2% milk and Carrots, raw",932.0,10.3,73.3,8.1
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Strudel, berry and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",775.0,15.3,73.7,47.1
"Yogurt, Greek, Blueberry, CHOBANI with Apple pie filling and Fruit salad, excluding citrus fruits, with marshmallows",915.5,12.8,75.9,20.0
"Ramen bowl with chicken with Strudel, apple and Fruit salad, excluding citrus fruits, with marshmallows",861.5,15.3,96.4,46.4
"Yogurt parfait, lowfat, with fruit and granola with Pie, apple, prepared from recipe and Carrots, raw",567.5,9.5,89.2,20.5
"Ramen bowl with chicken with Cookie, oatmeal, with chocolate chips and Gelatin salad with vegetables",935.5,20.6,138.5,37.2
"Egg custards, dry mix with Banana pudding and Carrots, glazed, cooked with Cake, pound, commercially prepared, other than all butter, enriched",1010.4,15.9,191.4,21.5
"Burrito bowl, chicken with Doughnuts, cake-type, plain, chocolate-coated or frosted and Cake, pudding-type, carrot, dry mix",1334.5,44.1,156.6,59.8
"Tofu yogurt with Pie, apple and Carrot, dehydrated with Cookie, butterscotch, brownie",1436.8,18.1,169.5,29.6
"Frozen yogurt, NFS with Pie, blueberry and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter",951.5,11.9,111.1,52.5
"Yogurt, Greek, plain, nonfat with Cookies, oatmeal sandwich, with creme filling and Burrito bowl, with beans with Cookie, peanut butter sandwich",889.2,28.7,116.0,34.6
"Frozen yogurt sandwich with Banana, baked and Carrots, glazed, cooked with Cookie, peanut butter, sugar free",723.0,9.5,125.1,21.6
"Yogurt, Greek, strawberry, lowfat with Strudel, berry and Carrot, dehydrated",1436.0,24.0,156.9,26.7
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Apple pie filling and Fruit salad, excluding citrus fruits, with pudding with Cookie, butterscotch, brownie",554.8,10.8,92.8,17.1
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Banana nectar and Burrito bowl, with beans with Cookie, peanut butter sandwich",449.7,21.4,72.0,9.0
"Yogurt, Greek, Blueberry, CHOBANI with Cookie, oatmeal, reduced sugar and Fruit salad, excluding citrus fruits, with marshmallows with Chia seeds",1511.9,22.3,147.9,51.5
"Yogurt, Greek, strawberry, lowfat with Cookie, oatmeal, with chocolate chips and Fruit salad, excluding citrus fruits, with pudding with Chia seeds",1553.9,25.2,144.2,46.3
"Turnover or breakfast pocket, egg with Crisp, apple and Carrots, glazed, cooked with Almond milk, chocolate",823.5,20.2,110.1,34.3
"Frozen yogurt, vanilla with Puddings, rice, dry mix and Burrito bowl, with beans",883.5,16.6,186.5,9.0
"Turnover or hot pocket, beef with Coffee cake, crumb or quick-bread type, cheese-filled and Burrito bowl, with beans",1026.0,33.8,121.6,45.1
"Yogurt, Greek, Blueberry, CHOBANI with Crisp, apple and Cake or cupcake, carrot",1211.0,17.6,116.3,32.3
"Egg custards, dry mix with Cereal or Granola bar, NFS and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Almond milk, chocolate",1568.0,27.5,234.9,59.7
"Yogurt parfait, lowfat, with fruit and granola with Cake or cupcake, banana and Bean cake with Cookie, butterscotch, brownie",1169.2,15.3,162.9,51.6
"Frozen yogurt, vanilla with Pie, apple and Gelatin salad with vegetables",695.5,10.0,102.7,28.3
"Turnover or breakfast pocket, egg with Cake or cupcake, banana and Burrito bowl, with beans",1095.0,26.8,143.3,46.6
"Frozen yogurt sandwich with Banana, baked and Carrots, raw",591.5,8.0,109.9,14.4
"Yogurt parfait, lowfat, with fruit and granola with Crisp, berry and Fruit salad, excluding citrus fruits, with marshmallows with Cookie, butter or sugar",788.6,12.7,100.7,38.6
"Ramen bowl with chicken with Cookie, oatmeal, reduced sugar and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter, with chocolate",1173.8,20.8,149.9,56.8
"Ramen bowl with chicken with Cereal or granola bar (Quaker Chewy Granola Bar) and Fruit salad, excluding citrus fruits, with pudding with Cookies, peanut butter sandwich, regular",1024.7,22.2,156.3,40.3
"Tofu yogurt with Pie, blueberry and Carrots, raw with Cookie, peanut butter, with chocolate",1156.2,11.5,99.5,30.0
"Egg custards, dry mix with Pie, blueberry, prepared from recipe and Carrots, raw",1026.5,15.3,184.1,27.7
"Frozen yogurts, chocolate with Sherbet, orange and Cake or cupcake, carrot with Nuts, walnuts, glazed",2172.5,9.9,136.9,31.3
"Frozen yogurt sandwich with Cereal or Granola bar, NFS and Fruit salad, excluding citrus fruits, with pudding with Cookie, butterscotch, brownie",1210.2,23.6,175.9,48.0
"McDONALD'S, Fruit 'n Yogurt Parfait with Puddings, rice, dry mix and Fruit salad, excluding citrus fruits, with marshmallows with Cookie, peanut butter, with chocolate",1544.8,11.1,194.3,25.4
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Apple, raw and Fruit salad, excluding citrus fruits, with pudding with Cookies, peanut butter sandwich, regular",507.2,11.5,76.1,17.9
"Yogurt parfait, with fruit with Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar) and Bean cake",1182.0,19.9,192.8,37.2
"Tofu yogurt with Pie, apple, fast food and Cake or cupcake, carrot with Cookie, peanut butter, with chocolate",1510.2,13.4,148.6,48.2
"Yogurt, Greek, Blueberry, CHOBANI with Bread, pound cake type, pan de torta salvadoran and Burrito bowl, with beans with Chia seeds",1301.4,32.0,119.8,34.5
"Yogurt, Greek, strawberry, lowfat with Cobbler, berry and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1245.0,18.1,85.8,37.4
"Ramen bowl with chicken with Banana, raw and Burrito bowl, with beans with Almond milk, chocolate",469.9,19.8,75.6,9.8
"Tofu yogurt with Banana, baked and Cake, pudding-type, carrot, dry mix with Cookie, peanut butter, sugar free",1326.0,13.1,159.4,22.0
"Frozen yogurt sandwich with Cereal, rice crispy, plain and Burrito bowl, with beans",972.0,24.3,188.6,14.6
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Pie, apple, fast food and Bean cake with Cookies, peanut butter sandwich, regular",1094.7,15.3,150.2,50.4
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Puddings, rice, ready-to-eat and Burrito bowl, with beans with Cookie, peanut butter",496.9,17.9,80.2,11.9
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Cobbler, apple and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter sandwich",844.2,14.3,99.1,44.5
"Yogurt, Greek, plain, nonfat with Bread, pound cake type, pan de torta salvadoran and Carrots, raw",720.5,26.9,92.1,26.9
"Frozen yogurt, vanilla with Cookie, oatmeal sandwich, with creme filling and Fruit salad, excluding citrus fruits, with marshmallows with Cake, pound, commercially prepared, other than all butter, enriched",1096.8,11.0,141.2,55.0
"Frozen yogurt, NFS with Oat milk and Fruit salad, excluding citrus fruits, with pudding",395.0,7.4,58.6,15.4
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Cookie, oatmeal, with raisins and Burrito bowl, with beans with Cookie, peanut butter sandwich",967.2,28.5,131.5,38.8
"Fish timbale or mousse with Pie fillings, blueberry, canned and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",735.0,17.6,82.6,37.0
"Yogurt, Greek, plain, nonfat with Apple, raw and Carrots, raw with Chia seeds",299.9,19.1,43.7,5.6
"Yogurt, Greek, with oats with Coffee cake, crumb or quick-bread type and Cake, pudding-type, carrot, dry mix",1232.5,28.7,186.2,43.0
"Egg custards, dry mix with Cookie, oatmeal and Carrots, glazed, cooked",1387.0,20.6,244.6,39.5
"Frozen yogurt, vanilla with Cookies, marshmallow, chocolate-coated (includes marshmallow pies) and Cake or cupcake, carrot with Cookies, peanut butter sandwich, regular",1267.7,14.3,195.6,51.4
"Turkey, ground, fat free, pan-broiled crumbles with Crisp, apple and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",789.0,53.6,58.3,38.7
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Cookie, oatmeal sandwich, with creme filling and Fruit salad, excluding citrus fruits, with marshmallows",1055.0,13.8,126.9,55.0
"Ramen bowl with chicken with Coffee cake, crumb or quick-bread type, cheese-filled and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",976.5,22.6,103.7,52.4
"Turnover or breakfast pocket, egg with Banana pudding and Cake or cupcake, carrot with Cookie, peanut butter, with chocolate",1082.8,22.5,149.1,44.6
"Frozen yogurt, NFS with Cereal or granola bar (Quaker Granola Bites) and Fruit salad, including citrus fruits, with marshmallows with Chia seeds",1183.9,19.6,155.1,55.4
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Pie, banana cream and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, butter or sugar",873.6,17.9,89.5,49.7
"SILK Key Lime soy yogurt with Strudel, berry and Carrots, raw",1032.5,8.0,94.9,23.4
"Turkey, ground, fat free, pan-broiled crumbles with Cobbler, berry and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",820.0,53.3,67.9,38.0
"Yogurt, Greek, plain, lowfat with Oat milk and Bean cake with Chia seeds",1011.9,24.2,70.2,32.4
"Turnover or hot pocket, beef with Oat milk and Gelatin salad with vegetables",478.0,18.0,58.8,18.9
"Ramen bowl with beef with Cookie, oatmeal and Carrot, dehydrated",1221.5,27.6,205.8,36.4
"Frozen yogurt, vanilla with Bread, pound cake type, pan de torta salvadoran and Bean cake",1189.5,20.9,159.2,52.9
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Apple, dried and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",739.5,7.0,138.4,22.4
"Turkey, ground, fat free, pan-broiled crumbles with Puddings, rice, dry mix and Gelatin salad with vegetables",851.5,53.1,150.8,4.2
"Ramen bowl with chicken with Banana, baked and Carrot, dehydrated",771.5,19.9,151.3,12.1
"Tofu yogurt with Pudding, bread and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1065.0,15.5,72.3,30.3
"McDONALD'S, Fruit 'n Yogurt Parfait with Cereal or granola bar (Quaker Granola Bites) and Bean cake with Cake, pound, commercially prepared, other than all butter, enriched",1807.3,21.4,188.2,52.3
"Frozen yogurt, NFS with Cookies, oatmeal sandwich, with creme filling and Carrots, glazed, cooked",884.5,9.3,133.1,35.6
"McDONALD'S, Fruit 'n Yogurt Parfait with Coffee cake, crumb or quick-bread type and Carrot, dehydrated with Cookie, peanut butter sandwich",1665.2,23.2,197.4,34.3
"Fish timbale or mousse with Puddings, rice, dry mix, prepared with 2% milk and Carrot, dehydrated with Cookie, butterscotch, brownie",1322.8,28.9,123.3,22.8
"Frozen yogurt sandwich with Cobbler, berry and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",892.5,11.7,118.9,42.9
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Banana nectar and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, butterscotch, brownie",618.8,11.1,75.6,31.0
"Frozen yogurt sandwich with Bananas, dehydrated, or banana powder and Gelatin salad with vegetables",886.0,13.2,198.0,12.1
"Frozen yogurt, vanilla with Cobbler, berry and Gelatin salad with vegetables",598.0,10.0,100.7,18.7
"Yogurt parfait, lowfat, with fruit and granola with Banana chips and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1144.5,10.4,124.5,72.2
"Burrito bowl, chicken with Puddings, rice, dry mix, prepared with whole milk and Cake or cupcake, carrot",1376.0,38.9,83.3,33.9
"Egg custards, dry mix with Coffee cake, crumb or quick-bread type, with fruit and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cake, pound, commercially prepared, other than all butter, enriched",1396.3,19.3,220.3,50.2
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Cereal or Granola bar, NFS and Cake, pudding-type, carrot, dry mix",1259.5,31.9,193.7,41.7
"Ramen bowl with beef with Banana chips and Carrots, glazed, cooked",1081.0,14.6,128.0,61.0
"Ramen bowl with chicken with Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops and Fruit salad, excluding citrus fruits, with pudding with Chia seeds",527.9,14.9,55.2,16.9
"Yogurt, Greek, plain, lowfat with Pie, apple and Fruit salad, excluding citrus fruits, with pudding with Cookie, peanut butter sandwich",1110.2,22.2,90.2,35.4
"Turnover or breakfast pocket, egg with Cookies, oatmeal sandwich, with creme filling and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1234.5,20.8,142.8,64.6
"Yogurt, Greek, plain, nonfat with Apple pie filling and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",488.5,17.4,58.2,21.4
"Yogurt parfait, with fruit with Cookies, marshmallow, chocolate-coated (includes marshmallow pies) and Carrots, glazed, cooked",884.5,14.8,143.0,31.4
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Bread, pound cake type, pan de torta salvadoran and Fruit salad, excluding citrus fruits, with pudding with Nuts, walnuts, glazed",888.5,23.6,103.5,43.0
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Rice cake and Carrots, raw",767.0,15.2,157.9,8.4
"Yogurt, Greek, with oats with Banana chips and Fruit salad, including citrus fruits, with marshmallows",1246.0,19.2,134.6,75.0
"Tofu yogurt with Apple, candied and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",1039.0,9.0,82.0,26.6
"Egg custards, dry mix with Banana nectar and Fruit salad, excluding citrus fruits, with marshmallows",977.0,12.5,168.8,29.3
"Yogurt, Greek, Blueberry, CHOBANI with Cereal or granola bar (Quaker Chewy Granola Bar) and Cake or cupcake, carrot with Cookie, butter or sugar",1585.1,22.6,186.4,45.7
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Banana chips and Carrot, dehydrated",1254.5,15.3,193.8,53.6
"Frozen yogurt, vanilla with Apple, candied and Bean cake with Cookie, peanut butter",876.5,13.6,135.4,33.6
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Coffee cake, crumb or quick-bread type, with fruit and Gelatin salad with vegetables",635.5,17.7,90.5,22.8
"Burrito bowl, chicken with Cereal or Granola bar, NFS and Carrots, glazed, cooked with Nuts, walnuts, glazed",1120.0,48.9,121.5,50.0
"Chicken, ground, crumbles, cooked, pan-browned with Bread, pound cake type, pan de torta salvadoran and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1108.5,47.4,90.0,62.7
"Ramen bowl with beef with Pudding, bread and Carrots, glazed, cooked with Cookie, butterscotch, brownie",597.2,20.2,85.3,20.3
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Strudel, berry and Gelatin salad with vegetables with Cake, pound, commercially prepared, other than all butter, enriched",690.9,9.6,107.3,25.8
"SILK Key Lime soy yogurt with Coffee cake, crumb or quick-bread type, cheese-filled and Carrots, glazed, cooked",1196.5,14.6,111.3,30.9
"Yogurt parfait, lowfat, with fruit and granola with Cobbler, berry and Fruit salad, including citrus fruits, with marshmallows with Cookie, butterscotch, brownie",777.2,11.6,104.7,36.4
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Cake or cupcake, apple and Cake or cupcake, carrot with Cookie, peanut butter",1100.5,17.3,140.6,52.4
"Turnover or breakfast pocket, egg with Sherbet, orange and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1540.5,18.5,105.0,40.2
"Ramen bowl with chicken with Rice cake and Fruit salad, excluding citrus fruits, with pudding",914.0,23.1,162.9,18.7
"Chicken, ground, crumbles, cooked, pan-browned with Cookie, oatmeal and Cake or cupcake, carrot with Cookie, peanut butter, sugar free",1411.0,48.3,162.4,65.7
"Yogurt, Greek, plain, nonfat with Pie, blueberry, prepared from recipe and Fruit salad, excluding citrus fruits, with marshmallows",710.0,21.3,73.2,37.9
"Fruit smoothie, with whole fruit and dairy, added protein with Doughnuts, cake-type, plain, chocolate-coated or frosted and Gelatin salad with vegetables with Cookie, peanut butter sandwich",929.2,21.2,115.9,42.8
"Turnover or hot pocket, beef with Cookie, oatmeal, with chocolate chips and Fruit salad, excluding citrus fruits, with pudding with Cookie, butterscotch, brownie",1232.8,26.7,165.8,55.7
"Frozen yogurt, NFS with Pie, blueberry and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter sandwich",952.2,11.9,112.2,52.1
"Chicken, ground, crumbles, cooked, pan-browned with Pie, apple, fast food and Cake, pudding-type, carrot, dry mix with Cookie, peanut butter, with chocolate",1243.8,45.7,152.0,54.1
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Pie, apple and Fruit salad, including citrus fruits, with marshmallows with Cookie, butterscotch, brownie",955.8,14.7,108.8,52.5
"Ramen bowl with beef with Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice and Burrito bowl, with beans with Almond milk, chocolate",860.0,27.4,171.1,13.1
"Ramen bowl with beef with Cookie, oatmeal sandwich, with creme filling and Fruit salad, including citrus fruits, with marshmallows with Cookie, peanut butter sandwich",1118.2,17.3,133.3,57.5
"Yogurt, Greek, Blueberry, CHOBANI with Banana chips and Burrito bowl, with beans with Cake, pound, commercially prepared, other than all butter, enriched",1480.3,23.1,132.0,56.9
"Yogurt, Greek, strawberry, lowfat with Coffee cake, crumb or quick-bread type, with fruit and Fruit salad, excluding citrus fruits, with marshmallows with Cake, pound, commercially prepared, other than all butter, enriched",1450.8,21.1,119.1,43.7
"Frozen yogurt, NFS with Cookie, oatmeal sandwich, with creme filling and Cake, pudding-type, carrot, dry mix",1202.5,13.5,195.0,42.6
"Fruit smoothie, with whole fruit and dairy, added protein with Cobbler, berry and Bean cake",879.0,20.8,119.2,36.6
"Fruit smoothie, with whole fruit and dairy, added protein with Pudding, bread and Fruit salad, excluding citrus fruits, with marshmallows",603.5,21.2,67.9,28.6
"Ramen bowl with chicken with Sherbet, orange and Fruit salad, including citrus fruits, with marshmallows",1336.0,14.1,85.6,27.9
"Turkey, ground, fat free, pan-broiled crumbles with Banana, raw and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter sandwich",690.7,51.8,57.5,28.3
"Fruit smoothie, with whole fruit and dairy, added protein with Pudding, bread and Bean cake",766.5,25.2,100.2,30.6
"Ramen bowl with chicken with Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops and Bean cake",732.0,16.4,80.7,27.2
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Cookie, oatmeal and Cake, pudding-type, carrot, dry mix with Cookie, peanut butter",1296.0,19.4,217.5,42.2
"Yogurt, Greek, plain, lowfat with Pie, banana cream and Gelatin salad with vegetables with Nuts, walnuts, glazed",1019.5,21.3,75.6,32.5
"Yogurt, Greek, plain, nonfat with Coffee cake, crumb or quick-bread type, with fruit and Fruit salad, excluding citrus fruits, with pudding with Cookie, peanut butter",782.5,24.9,107.5,28.3
"Frozen yogurt bar, chocolate with Croissants, apple and Burrito bowl, with beans",706.5,23.6,105.4,21.9
"Tofu yogurt with Pie, blueberry, prepared from recipe and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1198.5,11.2,87.3,40.8
"Chicken, ground, crumbles, cooked, pan-browned with Banana, baked and Cake, pudding-type, carrot, dry mix",940.0,41.3,127.8,31.0
"Yogurt, Greek, plain, nonfat with Apple, raw and Fruit salad, including citrus fruits, with marshmallows",427.0,17.6,44.6,19.9
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Cereal or granola bar (Quaker Chewy Granola Bar) and Cake, pudding-type, carrot, dry mix with Cookie, butterscotch, brownie",1194.2,24.2,195.4,42.2
"Frozen yogurt bar, chocolate with Pie, apple, fast food and Fruit salad, excluding citrus fruits, with marshmallows",921.5,10.8,113.8,49.0
"Frozen yogurt, vanilla with Cookie, oatmeal and Carrot, dehydrated with Almond milk, chocolate",1213.0,22.0,216.2,34.2
"Frozen yogurt, vanilla with Cookie, oatmeal, reduced sugar and Fruit salad, including citrus fruits, with marshmallows",1108.0,13.6,154.2,51.5
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Cereal, rice crispy, plain and Burrito bowl, with beans",757.5,28.4,138.3,10.3
"Frozen yogurt, chocolate with Cereal, rice crispy, flavored and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",994.5,13.8,174.4,27.0
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Coffee cake, crumb or quick-bread type, cheese-filled and Cake or cupcake, carrot",1128.5,20.8,145.3,51.9
"Turnover or breakfast pocket, egg with Cookie, oatmeal, with raisins and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cake, pound, commercially prepared, other than all butter, enriched",1377.8,26.9,170.8,67.5
"Yogurt, Greek, strawberry, lowfat with Crisp, apple and Cake or cupcake, carrot",1355.0,19.0,115.5,35.8
"Yogurt, Greek, with oats with Crisp, apple and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",793.0,19.8,88.9,40.6
"Fruit smoothie, with whole fruit and dairy, added protein with Cookie, oatmeal and Fruit salad, including citrus fruits, with marshmallows with Cookie, butterscotch, brownie",1098.2,22.9,144.6,50.6
"Yogurt, Greek, plain, nonfat with Cereal or granola bar (Quaker Chewy Granola Bar) and Cake, pudding-type, carrot, dry mix",1133.5,29.0,190.0,35.2
"Frozen yogurt bar, chocolate with Cake or cupcake, gingerbread and Carrots, glazed, cooked",707.5,10.9,117.7,21.9
"Fruit smoothie, with whole fruit and dairy, added protein with Banana chips and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1137.0,16.3,115.7,72.5
"Frozen yogurt, vanilla with Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops and Bean cake",733.5,10.3,90.0,26.8
"Yogurt, Greek, plain, nonfat with Cereal or Granola bar, NFS and Carrot, dehydrated with Cake, pound, commercially prepared, other than all butter, enriched",1197.3,39.5,189.5,34.4
"Yogurt, Greek, with oats with Coffee cake, crumb or quick-bread type, with fruit and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",953.5,21.9,118.9,43.9
"Frozen yogurts, chocolate with Oat milk and Gelatin salad with vegetables",949.0,7.0,54.5,8.9
"Fish timbale or mousse with Pie, apple, fast food and Cake or cupcake, carrot",1071.5,22.1,118.6,58.1
"McDONALD'S, Fruit 'n Yogurt Parfait with Pie, berry and Carrots, glazed, cooked with Cookies, peanut butter sandwich, regular",1286.2,11.1,117.5,31.0
"Chicken, ground, crumbles, cooked, pan-browned with Banana, raw and Carrot, dehydrated with Cookie, peanut butter, sugar free",848.5,45.7,121.2,22.9
"Fish timbale or mousse with Sherbet, orange and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Almond milk, chocolate",1380.0,18.6,63.2,40.3
"McDONALD'S, Fruit 'n Yogurt Parfait with Puddings, rice, ready-to-eat and Fruit salad, including citrus fruits, with marshmallows with Cookie, butterscotch, brownie",1125.2,11.5,85.2,26.7
"Fish timbale or mousse with Cookies, oatmeal sandwich, with creme filling and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter",1138.5,22.2,108.6,68.1
"Frozen yogurt sandwich with Cookie, shortbread and Cake or cupcake, carrot with Cookies, peanut butter sandwich, regular",1522.7,17.7,208.9,69.4
"Frozen yogurts, chocolate with Pie, berry and Gelatin salad with vegetables with Chia seeds",1413.4,13.2,112.0,33.2
"Ramen bowl with chicken with Doughnuts, cake-type, plain, chocolate-coated or frosted and Carrots, glazed, cooked with Cookies, peanut butter sandwich, regular",1035.7,20.2,127.2,49.5
"Ramen bowl with beef with Cookie, oatmeal and Gelatin salad with vegetables with Cookie, peanut butter, with chocolate",1012.8,22.2,149.1,38.7
"Egg custards, dry mix with Puddings, rice, dry mix, prepared with 2% milk and Burrito bowl, with beans",1441.5,23.3,172.7,15.5
"Yogurt, Greek, strawberry, lowfat with Rice cake and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter, sugar free",1565.0,26.3,160.7,35.2
"SILK Key Lime soy yogurt with Cake or cupcake, banana and Fruit salad, excluding citrus fruits, with marshmallows",1371.5,9.0,123.5,47.5
"Frozen yogurt bar, chocolate with Cookie, oatmeal sandwich, with creme filling and Gelatin salad with vegetables",854.5,9.9,129.8,32.9
"Yogurt, Greek, plain, lowfat with Cobbler, apple and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1023.0,19.9,69.3,36.1
"Frozen yogurt, NFS with Strudel, apple and Fruit salad, including citrus fruits, with marshmallows with Cookie, peanut butter, with chocolate",927.2,10.5,114.0,49.4
"Fruit smoothie, with whole fruit and dairy, added protein with Cookies, oatmeal sandwich, with creme filling and Cake or cupcake, carrot with Cookie, peanut butter, sugar free",1168.0,19.0,157.8,51.5
"Yogurt, Greek, plain, lowfat with Puddings, rice, dry mix, prepared with whole milk and Fruit salad, including citrus fruits, with marshmallows with Cookie, peanut butter sandwich",1533.7,23.0,63.7,29.4
"Fruit smoothie, with whole fruit and dairy, added protein with Bread, pound cake type, pan de torta salvadoran and Fruit salad, excluding citrus fruits, with pudding",840.5,23.5,110.1,34.4
"Egg custards, dry mix with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Bean cake with Cookie, peanut butter, sugar free",1827.5,29.0,279.1,66.3
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Puddings, rice, dry mix and Carrots, glazed, cooked",752.5,14.8,155.4,8.0
"SILK Key Lime soy yogurt with Doughnuts, cake-type, plain, chocolate-coated or frosted and Cake or cupcake, carrot",1604.0,13.4,155.1,57.1
"Turkey, ground, fat free, pan-broiled crumbles with Cake or cupcake, gingerbread and Burrito bowl, with beans",769.5,61.0,85.3,21.2
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Crisp, berry and Carrot, dehydrated with Cookie, peanut butter sandwich",889.7,18.2,165.2,21.0
